Index,Activation,Critical accuracy,Critical error,Lambda,Nodes,Regularization,Sample size,Test accuracy,Test error,Train accuracy,Train error
16,sigmoidsigmoid,96.39,0.25117778217262016,0.01,100.0,,10000.0,99.9225,0.23431085865177684,99.96000000000001,0.23439790985374687
33,sigmoid,79.37,1.9844777805290306,0.001,100.0,l1,10000.0,77.45,1.984261709804113,81.7,1.971309552831522
61,sigmoid,77.75666666666667,1.6285401136384754,0.01,100.0,l2,10000.0,77.3925,1.6280981924000355,82.24,1.6089505454680162
58,sigmoid,76.82000000000001,0.9791592108043133,0.01,50.0,l2,10000.0,73.605,0.985361787764404,78.01,0.9728724376449219
30,sigmoid,76.62666666666667,1.1593806999628764,0.001,50.0,l1,10000.0,73.79375,1.1637917709624617,77.22,1.1562644147893701
2,sigmoid,75.87333333333333,0.33270035322367636,0.1,10.0,,10000.0,70.7,0.3394281702591372,71.49,0.33702296366070617
57,sigmoid,74.20333333333333,0.4385266615220731,0.001,50.0,l2,10000.0,74.87375,0.4423942520089026,79.08,0.42414666613276164
0,sigmoid,73.42,0.3304766347923126,0.001,10.0,,10000.0,71.82375,0.3376558584726505,73.4,0.33329947314014774
17,sigmoidsigmoid,73.30666666666667,0.3280212771610538,0.1,100.0,,10000.0,71.71875,0.3270881188941602,72.32000000000001,0.327019934380273
4,sigmoid,71.46666666666667,0.32099658138556214,0.01,50.0,,10000.0,74.5275,0.3233582838492903,77.87,0.3102613788967982
60,sigmoid,70.81,0.5645025654687754,0.001,100.0,l2,10000.0,76.41875,0.5585183250116819,82.38,0.5314736089906177
6,sigmoid,69.67333333333333,0.31838885721879845,0.001,100.0,,10000.0,76.02375,0.31199388087800045,80.61,0.29036230597313234
3,sigmoid,69.62666666666667,0.3222790831678786,0.001,50.0,,10000.0,75.55875,0.32211526500206156,80.01,0.30544875717244063
55,sigmoid,69.61666666666667,0.4687976348470381,0.01,10.0,l2,10000.0,65.2375,0.47567300238288895,66.06,0.4740874333864582
